correct 	math 	2.8secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 1/1 100% 2.8secs 	Sun Jan 17 2021 14:12:17 GMT-0600 (Central Standard Time)
wrong 	spanish:chat-only:Chapter 24 	7.2secs 	Squash: 	las calabazas 	!= 	Hot sauce 	RunAve=runAve spanish:chat-only:Chapter 24: 1/2 50% 5.4secs 	Thu Apr 08 2021 10:06:55 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.8secs 	Squash: 	las calabazas 	== 	Squash 	RunAve=runAve spanish:chat-only:Chapter 24: 2/3 66% 4.5secs 	Thu Apr 08 2021 10:07:07 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	1.8secs 	Squash: 	las calabazas 	== 	Squash 	RunAve=runAve spanish:chat-only:Chapter 24: 3/4 75% 3.8secs 	Thu Apr 08 2021 10:07:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.6secs 	Squash: 	las calabazas 	== 	Squash 	RunAve=runAve spanish:chat-only:Chapter 24: 4/5 80% 3.6secs 	Thu Apr 08 2021 10:07:49 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.0secs 	CONDIMENTS: 	CONDIMENTOS 	== 	CONDIMENTS 	RunAve=runAve spanish:chat-only:Chapter 24: 5/6 83% 3.3secs 	Thu Apr 08 2021 10:08:05 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	3.2secs 	Flour: 	la harina 	== 	Flour 	RunAve=runAve spanish:chat-only:Chapter 24: 6/7 85% 3.3secs 	Thu Apr 08 2021 10:08:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.5secs 	Mayonnaise: 	la mayonesa 	== 	Mayonnaise 	RunAve=runAve spanish:chat-only:Chapter 24: 7/8 87% 3.2secs 	Thu Apr 08 2021 10:08:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	3.7secs 	Yesterday afternoon: 	ayer por la tarde 	== 	Yesterday afternoon 	RunAve=runAve spanish:chat-only:Chapter 20: 1/1 100% 3.7secs 	Thu Apr 08 2021 10:09:27 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	5.8secs 	To help (in the kitchen): 	ayudar (ayudo) en la cocina 	== 	To help (in the kitchen) 	RunAve=runAve spanish:chat-only:Chapter 21: 1/1 100% 5.8secs 	Thu Apr 08 2021 10:09:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Prepositions before Infinitives 	2.0secs 	on, upon: 	al 	== 	on, upon 	RunAve=runAve spanish:chat-only:Prepositions before Infinitives: 1/1 100% 2.0secs 	Thu Apr 08 2021 10:10:23 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	3.4secs 	Beef: 	la carne de res 	== 	Beef 	RunAve=runAve spanish:chat-only:Chapter 24: 8/9 88% 3.2secs 	Thu Apr 08 2021 10:10:50 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	2.2secs 	Salad: 	la ensalada 	== 	Salad 	RunAve=runAve spanish:chat-only:Chapter 25: 2/2 100% 2.8secs 	Thu Apr 08 2021 10:11:16 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	3.6secs 	Cider: 	la sidra 	== 	Cider 	RunAve=runAve spanish:chat-only:Chapter 23: 2/2 100% 2.9secs 	Thu Apr 08 2021 10:11:44 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	1.7secs 	napkin: 	La servilleta 	== 	napkin 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 1/1 100% 1.7secs 	Thu Apr 08 2021 10:12:10 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	1.6secs 	To play an instrument: 	tocar (toco) un instrumento 	== 	To play an instrument 	RunAve=runAve spanish:chat-only:Chapter 20: 2/2 100% 2.7secs 	Thu Apr 08 2021 10:12:35 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.3secs 	IT'S TOO....: 	ESTA (DEMASIADO) 	== 	IT'S TOO.... 	RunAve=runAve spanish:chat-only:Chapter 26: 1/1 100% 2.3secs 	Thu Apr 08 2021 10:13:02 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	3.4secs 	To play a game: 	jugar (juego) una partida 	== 	To play a game 	RunAve=runAve spanish:chat-only:Chapter 20: 3/3 100% 2.9secs 	Thu Apr 08 2021 10:14:30 GMT-0500 (Central Daylight Time)
wrong 	spanish:chat-only:Chapter 27 	3.0secs 	Dirt: 	la tierra 	!= 	The earth 	RunAve=runAve spanish:chat-only:Chapter 27: 0/1  0% 3.0secs 	Thu Apr 08 2021 10:14:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	5.0secs 	Dirt: 	la tierra 	== 	Dirt 	RunAve=runAve spanish:chat-only:Chapter 27: 1/2 50% 4.0secs 	Thu Apr 08 2021 10:15:11 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	2.8secs 	Dirt: 	la tierra 	== 	Dirt 	RunAve=runAve spanish:chat-only:Chapter 27: 2/3 66% 3.6secs 	Thu Apr 08 2021 10:15:38 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	1.2secs 	Dirt: 	la tierra 	== 	Dirt 	RunAve=runAve spanish:chat-only:Chapter 27: 3/4 75% 3.0secs 	Thu Apr 08 2021 10:15:54 GMT-0500 (Central Daylight Time)
wrong 	spanish:chat-only:Vamos a Restaurante 	4.5secs 	the bill: 	La cuenta 	!= 	spoon 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 1/2 50% 3.1secs 	Thu Apr 08 2021 10:16:12 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	3.5secs 	the bill: 	La cuenta 	== 	the bill 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 2/3 66% 3.2secs 	Thu Apr 08 2021 10:16:25 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	3.1secs 	the bill: 	La cuenta 	== 	the bill 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 3/4 75% 3.2secs 	Thu Apr 08 2021 10:16:52 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	2.0secs 	the bill: 	La cuenta 	== 	the bill 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 4/5 80% 3.0secs 	Thu Apr 08 2021 10:17:08 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	2.3secs 	Cultivate (the ground): 	cultivar (cultivo) la tierra 	== 	Cultivate (the ground) 	RunAve=runAve spanish:chat-only:Chapter 21: 2/2 100% 4.0secs 	Thu Apr 08 2021 10:17:24 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	1.4secs 	Chest: 	el pecho 	== 	Chest 	RunAve=runAve spanish:chat-only:Chapter 28: 1/1 100% 1.4secs 	Thu Apr 08 2021 10:17:49 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	3.4secs 	Punch (fruit): 	el ponche 	== 	Punch (fruit) 	RunAve=runAve spanish:chat-only:Chapter 23: 3/3 100% 3.1secs 	Thu Apr 08 2021 10:18:17 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.3secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 2/2 100% 2.3secs 	Thu Apr 08 2021 10:18:43 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	1.7secs 	Bread: 	el pan 	== 	Bread 	RunAve=runAve spanish:chat-only:Chapter 25: 3/3 100% 2.4secs 	Thu Apr 08 2021 10:20:09 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	4.1secs 	napkin: 	La servilleta 	== 	napkin 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 5/6 83% 3.1secs 	Thu Apr 08 2021 10:24:17 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	3.3secs 	Rice: 	el arroz 	== 	Rice 	RunAve=runAve spanish:chat-only:Chapter 24: 9/10 90% 3.2secs 	Thu Apr 08 2021 10:25:36 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Prepositions before Infinitives 	4.2secs 	for, in order to: 	para 	== 	for, in order to 	RunAve=runAve spanish:chat-only:Prepositions before Infinitives: 2/2 100% 3.1secs 	Thu Apr 08 2021 10:26:05 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	2.1secs 	Rock: 	la roca 	== 	Rock 	RunAve=runAve spanish:chat-only:Chapter 27: 4/5 80% 2.8secs 	Thu Apr 08 2021 10:26:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	1.7secs 	Plate: 	el plato 	== 	Plate 	RunAve=runAve spanish:chat-only:Chapter 23: 4/4 100% 2.7secs 	Thu Apr 08 2021 10:26:56 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Prepositions before Infinitives 	1.4secs 	on, upon: 	al 	== 	on, upon 	RunAve=runAve spanish:chat-only:Prepositions before Infinitives: 3/3 100% 2.5secs 	Thu Apr 08 2021 10:27:22 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	3.6secs 	Salty: 	salado (a) 	== 	Salty 	RunAve=runAve spanish:chat-only:Chapter 26: 3/3 100% 2.7secs 	Thu Apr 08 2021 10:27:49 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	1.5secs 	DINNER: 	LA CENA 	== 	DINNER 	RunAve=runAve spanish:chat-only:Chapter 25: 4/4 100% 2.2secs 	Thu Apr 08 2021 10:28:15 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	5.7secs 	Dust: 	el polvo 	== 	Dust 	RunAve=runAve spanish:chat-only:Chapter 27: 5/6 83% 3.3secs 	Thu Apr 08 2021 10:28:45 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	1.8secs 	Salad: 	la ensalada 	== 	Salad 	RunAve=runAve spanish:chat-only:Chapter 25: 5/5 100% 2.1secs 	Thu Apr 08 2021 10:29:10 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	2.9secs 	Eggs: 	los huevos 	== 	Eggs 	RunAve=runAve spanish:chat-only:Chapter 25: 6/6 100% 2.2secs 	Thu Apr 08 2021 10:29:37 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	2.1secs 	Napkin: 	la servilleta 	== 	Napkin 	RunAve=runAve spanish:chat-only:Chapter 23: 5/5 100% 2.6secs 	Thu Apr 08 2021 10:33:11 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	3.9secs 	PASTIMES: 	LOS PASATIEMPOS 	== 	PASTIMES 	RunAve=runAve spanish:chat-only:Chapter 20: 4/4 100% 3.2secs 	Thu Apr 08 2021 10:34:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	2.1secs 	Sandwich: 	el sandwich 	== 	Sandwich 	RunAve=runAve spanish:chat-only:Chapter 25: 7/7 100% 2.2secs 	Thu Apr 08 2021 10:34:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	8.1secs 	waitress: 	El mesero 	== 	waitress 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 6/7 85% 3.9secs 	Thu Apr 08 2021 10:35:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	3.9secs 	To dry (the dishes): 	secar (seco) los platos 	== 	To dry (the dishes) 	RunAve=runAve spanish:chat-only:Chapter 21: 3/3 100% 4.0secs 	Thu Apr 08 2021 10:35:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	2.9secs 	Elegant (fancy): 	elegante, (lujoso (a)) 	== 	Elegant (fancy) 	RunAve=runAve spanish:chat-only:Chapter 22: 1/1 100% 2.9secs 	Thu Apr 08 2021 10:36:26 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	15.8secs 	Lettuce: 	la lechuga 	== 	Lettuce 	RunAve=runAve spanish:chat-only:Chapter 25: 8/8 100% 3.9secs 	Thu Apr 08 2021 10:37:06 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	4.2secs 	Mouth: 	La boca 	== 	Mouth 	RunAve=runAve spanish:chat-only:Chapter 28: 2/2 100% 2.8secs 	Thu Apr 08 2021 10:37:34 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	4.3secs 	To dry (the dishes): 	secar (seco) los platos 	== 	To dry (the dishes) 	RunAve=runAve spanish:chat-only:Chapter 21: 4/4 100% 4.1secs 	Thu Apr 08 2021 10:38:02 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	3.6secs 	To dry (the dishes): 	secar (seco) los platos 	== 	To dry (the dishes) 	RunAve=runAve spanish:chat-only:Chapter 21: 5/5 100% 4.0secs 	Thu Apr 08 2021 10:38:30 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	3.8secs 	I cease from...: 	Ceso de... (dejo de..) 	== 	I cease from... 	RunAve=runAve spanish:chat-only:Chapter 21: 6/6 100% 3.9secs 	Thu Apr 08 2021 10:38:58 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	3.1secs 	Tomorrow night: 	mañana por la noche 	== 	Tomorrow night 	RunAve=runAve spanish:chat-only:Chapter 20: 5/5 100% 3.1secs 	Thu Apr 08 2021 10:39:25 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.7secs 	Pear: 	la pera 	== 	Pear 	RunAve=runAve spanish:chat-only:Chapter 24: 10/11 90% 3.2secs 	Thu Apr 08 2021 10:39:52 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	2.0secs 	Tomatoes: 	los tomates 	== 	Tomatoes 	RunAve=runAve spanish:chat-only:Chapter 25: 9/9 100% 3.7secs 	Thu Apr 08 2021 10:41:20 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	4.5secs 	Arms: 	los brazos 	== 	Arms 	RunAve=runAve spanish:chat-only:Chapter 28: 3/3 100% 3.3secs 	Thu Apr 08 2021 10:41:48 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	2.5secs 	I cease from...: 	Ceso de... (dejo de..) 	== 	I cease from... 	RunAve=runAve spanish:chat-only:Chapter 21: 7/7 100% 3.7secs 	Thu Apr 08 2021 10:42:15 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.5secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 4/4 100% 2.7secs 	Thu Apr 08 2021 10:42:42 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	1.5secs 	Bottle: 	la botella 	== 	Bottle 	RunAve=runAve spanish:chat-only:Chapter 23: 6/6 100% 2.4secs 	Thu Apr 08 2021 10:43:07 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	4.7secs 	Saltless: 	sin sal 	== 	Saltless 	RunAve=runAve spanish:chat-only:Chapter 26: 5/5 100% 3.1secs 	Thu Apr 08 2021 10:43:36 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	3.5secs 	napkin: 	La servilleta 	== 	napkin 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 7/8 87% 3.8secs 	Thu Apr 08 2021 10:44:03 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	6.0secs 	waitress: 	El mesero 	== 	waitress 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 8/9 88% 4.1secs 	Thu Apr 08 2021 10:44:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	19.5secs 	Water (the lawn): 	regar (riego) el césped (el pasto) 	== 	Water (the lawn) 	RunAve=runAve spanish:chat-only:Chapter 21: 8/8 100% 5.7secs 	Thu Apr 08 2021 10:45:17 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	4.6secs 	To have company: 	tener (tengo) visitas 	== 	To have company 	RunAve=runAve spanish:chat-only:Chapter 20: 6/6 100% 3.4secs 	Thu Apr 08 2021 10:45:46 GMT-0500 (Central Daylight Time)
wrong 	spanish:chat-only:Chapter 24 	8.3secs 	Celery: 	el apio 	!= 	Onions 	RunAve=runAve spanish:chat-only:Chapter 24: 10/12 83% 3.6secs 	Thu Apr 08 2021 10:46:18 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	1.8secs 	Celery: 	el apio 	== 	Celery 	RunAve=runAve spanish:chat-only:Chapter 24: 11/13 84% 3.5secs 	Thu Apr 08 2021 10:48:30 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	13.9secs 	To turn on (the water): 	abrir (abro) el agua 	== 	To turn on (the water) 	RunAve=runAve spanish:chat-only:Chapter 21: 9/9 100% 6.6secs 	Thu Apr 08 2021 10:49:08 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	1.8secs 	Celery: 	el apio 	== 	Celery 	RunAve=runAve spanish:chat-only:Chapter 24: 12/14 85% 3.3secs 	Thu Apr 08 2021 10:49:34 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	2.5secs 	Celery: 	el apio 	== 	Celery 	RunAve=runAve spanish:chat-only:Chapter 24: 13/15 86% 3.3secs 	Thu Apr 08 2021 10:49:51 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Prepositions before Infinitives 	4.0secs 	instead of: 	en vez de 	== 	instead of 	RunAve=runAve spanish:chat-only:Prepositions before Infinitives: 4/4 100% 2.9secs 	Thu Apr 08 2021 10:50:09 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	2.7secs 	spoon: 	La cuchara 	== 	spoon 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 9/10 90% 3.9secs 	Thu Apr 08 2021 10:51:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.0secs 	Cold: 	frío 	== 	Cold 	RunAve=runAve spanish:chat-only:Chapter 26: 6/6 100% 2.9secs 	Thu Apr 08 2021 10:51:57 GMT-0500 (Central Daylight Time)
wrong 	spanish:chat-only:Chapter 20 	2.5secs 	To play a game: 	jugar (juego) una partida 	!= 	To give a party 	RunAve=runAve spanish:chat-only:Chapter 20: 6/7 85% 3.3secs 	Thu Apr 08 2021 10:52:24 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	4.8secs 	To play a game: 	jugar (juego) una partida 	== 	To play a game 	RunAve=runAve spanish:chat-only:Chapter 20: 7/8 87% 3.5secs 	Thu Apr 08 2021 10:52:38 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	2.3secs 	To play a game: 	jugar (juego) una partida 	== 	To play a game 	RunAve=runAve spanish:chat-only:Chapter 20: 8/9 88% 3.3secs 	Thu Apr 08 2021 10:53:04 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 20 	3.2secs 	To play a game: 	jugar (juego) una partida 	== 	To play a game 	RunAve=runAve spanish:chat-only:Chapter 20: 9/10 90% 3.3secs 	Thu Apr 08 2021 10:53:21 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	4.7secs 	waitress: 	El mesero 	== 	waitress 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 10/11 90% 4.0secs 	Thu Apr 08 2021 10:53:40 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	3.4secs 	Cookies: 	las galletas dulces 	== 	Cookies 	RunAve=runAve spanish:chat-only:Chapter 25: 10/10 100% 3.7secs 	Thu Apr 08 2021 10:54:08 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 21 	1.7secs 	I continue to...: 	continuo a... 	== 	I continue to... 	RunAve=runAve spanish:chat-only:Chapter 21: 10/10 100% 6.1secs 	Thu Apr 08 2021 10:57:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	4.4secs 	Clean: 	limpio (a) 	== 	Clean 	RunAve=runAve spanish:chat-only:Chapter 22: 2/2 100% 3.6secs 	Thu Apr 08 2021 10:57:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	3.4secs 	Squash: 	las calabazas 	== 	Squash 	RunAve=runAve spanish:chat-only:Chapter 24: 14/16 87% 3.3secs 	Thu Apr 08 2021 10:58:26 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Vamos a Restaurante 	3.2secs 	plate: 	El plato 	== 	plate 	RunAve=runAve spanish:chat-only:Vamos a Restaurante: 11/12 91% 3.9secs 	Thu Apr 08 2021 10:58:54 GMT-0500 (Central Daylight Time)
wrong 	spanish:chat-only:Chapter 26 	4.7secs 	Delicious: 	sabroso (a), delicioso (a) 	!= 	Salty 	RunAve=runAve spanish:chat-only:Chapter 26: 6/7 85% 3.2secs 	Thu Apr 08 2021 10:59:22 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.0secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 7/8 87% 3.0secs 	Thu Apr 08 2021 10:59:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	1.7secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 8/9 88% 2.9secs 	Thu Apr 08 2021 10:59:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	1.8secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 9/10 90% 2.8secs 	Thu Apr 08 2021 11:00:15 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	2.3secs 	Arms: 	los brazos 	== 	Arms 	RunAve=runAve spanish:chat-only:Chapter 28: 4/4 100% 3.1secs 	Thu Apr 08 2021 11:00:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	2.4secs 	Hair: 	El pelo 	== 	Hair 	RunAve=runAve spanish:chat-only:Chapter 28: 5/5 100% 3.0secs 	Thu Apr 08 2021 11:00:58 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	3.9secs 	Candy: 	los dulces 	== 	Candy 	RunAve=runAve spanish:chat-only:Chapter 25: 11/11 100% 3.7secs 	Thu Apr 08 2021 11:01:26 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 23 	1.9secs 	Tea: 	el te 	== 	Tea 	RunAve=runAve spanish:chat-only:Chapter 23: 7/7 100% 2.3secs 	Thu Apr 08 2021 11:06:40 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	2.7secs 	Old-fashioned: 	antiguo (a) 	== 	Old-fashioned 	RunAve=runAve spanish:chat-only:Chapter 22: 3/3 100% 3.3secs 	Thu Apr 08 2021 11:07:07 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	2.0secs 	Cheese: 	el queso 	== 	Cheese 	RunAve=runAve spanish:chat-only:Chapter 25: 12/12 100% 3.6secs 	Thu Apr 08 2021 11:07:33 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 25 	1.9secs 	Tomatoes: 	los tomates 	== 	Tomatoes 	RunAve=runAve spanish:chat-only:Chapter 25: 13/13 100% 3.4secs 	Thu Apr 08 2021 11:07:59 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	6.2secs 	Mild: 	no picante 	== 	Mild 	RunAve=runAve spanish:chat-only:Chapter 26: 10/11 90% 3.1secs 	Thu Apr 08 2021 11:08:29 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	1.7secs 	THE HOUSE: CONDITIONS: 	LA CASA: LAS CONDICIONES 	== 	THE HOUSE: CONDITIONS 	RunAve=runAve spanish:chat-only:Chapter 22: 4/4 100% 2.9secs 	Thu Apr 08 2021 11:08:55 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 24 	4.8secs 	Hot sauce: 	la salsa picante 	== 	Hot sauce 	RunAve=runAve spanish:chat-only:Chapter 24: 15/17 88% 3.4secs 	Thu Apr 08 2021 11:09:23 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	3.4secs 	Toes: 	los dedos del pie 	== 	Toes 	RunAve=runAve spanish:chat-only:Chapter 28: 6/6 100% 3.0secs 	Thu Apr 08 2021 11:09:51 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	2.4secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 11/12 91% 3.0secs 	Thu Apr 08 2021 11:10:18 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	1.7secs 	Tasteless: 	sin sabor 	== 	Tasteless 	RunAve=runAve spanish:chat-only:Chapter 26: 12/13 92% 2.9secs 	Thu Apr 08 2021 11:10:43 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	3.1secs 	Delicious: 	sabroso (a), delicioso (a) 	== 	Delicious 	RunAve=runAve spanish:chat-only:Chapter 26: 13/14 92% 2.9secs 	Thu Apr 08 2021 11:11:10 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 27 	2.2secs 	The air: 	el aire 	== 	The air 	RunAve=runAve spanish:chat-only:Chapter 27: 6/7 85% 3.2secs 	Thu Apr 08 2021 11:11:37 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	2.8secs 	Clean: 	limpio (a) 	== 	Clean 	RunAve=runAve spanish:chat-only:Chapter 22: 5/5 100% 2.9secs 	Thu Apr 08 2021 11:12:03 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 26 	3.0secs 	Salty: 	salado (a) 	== 	Salty 	RunAve=runAve spanish:chat-only:Chapter 26: 14/15 93% 2.9secs 	Thu Apr 08 2021 11:12:31 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 22 	2.9secs 	In good condition: 	en buenas condiciones 	== 	In good condition 	RunAve=runAve spanish:chat-only:Chapter 22: 6/6 100% 2.9secs 	Thu Apr 08 2021 11:12:57 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Chapter 28 	2.0secs 	Toes: 	los dedos del pie 	== 	Toes 	RunAve=runAve spanish:chat-only:Chapter 28: 7/7 100% 2.9secs 	Thu Apr 08 2021 11:14:20 GMT-0500 (Central Daylight Time)
correct 	spanish:chat-only:Prepositions before Infinitives 	3.6secs 	instead of: 	en vez de 	== 	instead of 	RunAve=runAve spanish:chat-only:Prepositions before Infinitives: 5/5 100% 3.0secs 	Thu Apr 08 2021 11:14:48 GMT-0500 (Central Daylight Time)
